Frequency (MHz),Intensity,Center Freq,Cavity Position,,,,,,,,,,
11761.1,6.08E-05,11869.5,21.49462657,,,,,,,,,,
11761.15,7.18E-05,11870,21.50616314,,,,,,,,,,
11761.2,8.16E-05,11870.5,21.52082529,,,,,,,,,,
11761.25,9.62E-05,11871,21.53246128,,,,,,,,,,
11761.25,2.53E-05,11871.5,21.54509052,,,,,,,,,,
11761.3,7.93E-05,11872,21.55628479,,,,,,,,,,
11761.35,8.11E-05,11872.5,21.57067733,,,,,,,,,,
11761.4,5.66E-05,11873,21.58581228,,,,,,,,,,
11761.45,4.96E-05,11873.5,21.59548016,,,,,,,,,,
11761.5,4.45E-05,11874,21.60630437,,,,,,,,,,
11761.55,4.01E-05,11874.5,21.61992655,,,,,,,,,,
11761.6,3.64E-05,11875,21.6311076,,,,,,,,,,
11761.65,6.69E-05,11875.5,21.64416236,,,,,,,,,,
11761.7,7.59E-05,11876,21.65711929,,,,,,,,,,
11761.75,4.67E-05,11876.5,21.67097836,,,,,,,,,,
11761.75,9.54E-05,11877,21.6828769,,,,,,,,,,
11761.8,7.89E-05,11877.5,21.69740288,,,,,,,,,,
11761.85,3.38E-05,11878,21.70758114,,,,,,,,,,
11761.9,3.36E-05,11878.5,21.72087265,,,,,,,,,,
11761.95,5.93E-05,11879,21.73317857,,,,,,,,,,
11762,0.000103363,11879.5,21.7445208,,,,,,,,,,
11762.05,0.000101044,11880,21.75800026,,,,,,,,,,
11762.1,8.08E-05,11880.5,21.76812832,,,,,,,,,,
11762.15,6.13E-05,11881,21.78299664,,,,,,,,,,
11762.2,3.89E-05,11881.5,21.7960629,,,,,,,,,,
11762.25,3.20E-05,11882,21.80806972,,,,,,,,,,
11762.25,0.000129127,11882.5,21.81893984,,,,,,,,,,
11762.3,0.000122042,11883,21.8322148,,,,,,,,,,
11762.35,0.00011259,11883.5,21.84754868,,,,,,,,,,
11762.4,9.49E-05,11884,21.85812378,,,,,,,,,,
11762.45,6.02E-05,11884.5,21.86968228,,,,,,,,,,
11762.5,7.67E-05,11885,21.88151316,,,,,,,,,,
11762.55,0.000145054,11885.5,21.89729239,,,,,,,,,,
11762.6,0.00017022,11886,21.91029542,,,,,,,,,,
11762.65,0.000128313,11886.5,21.92114566,,,,,,,,,,
11762.7,6.83E-05,11887,21.93221407,,,,,,,,,,
11762.75,3.17E-05,11887.5,21.94506852,,,,,,,,,,
11762.75,0.000103592,11888,21.95784876,,,,,,,,,,
11762.8,2.72E-05,11888.5,21.97160839,,,,,,,,,,
11762.85,4.56E-05,11889,21.98331229,,,,,,,,,,
11762.9,1.12E-05,11889.5,21.99493203,,,,,,,,,,
11762.95,7.60E-05,11890,22.00855941,,,,,,,,,,
11763,0.000118254,11890.5,22.02164022,,,,,,,,,,
11763.05,0.000114245,11891,22.03271163,,,,,,,,,,
11763.1,0.000131116,11891.5,22.04467144,,,,,,,,,,
11763.15,0.000109649,11892,22.05736358,,,,,,,,,,
11763.2,6.18E-05,11892.5,22.07009705,,,,,,,,,,
11763.25,5.58E-05,11893,22.08385273,,,,,,,,,,
11763.25,7.58E-05,11893.5,22.09384479,,,,,,,,,,
11763.3,0.000111682,11894,22.10627482,,,,,,,,,,
11763.35,0.000107362,11894.5,22.12061241,,,,,,,,,,
11763.4,7.54E-05,11895,22.13240036,,,,,,,,,,
11763.45,5.39E-05,11895.5,22.14526758,,,,,,,,,,
11763.5,4.89E-05,11896,22.15543475,,,,,,,,,,
11763.55,7.77E-05,11896.5,22.16906626,,,,,,,,,,
11763.6,6.05E-05,11897,22.1807643,,,,,,,,,,
11763.65,2.44E-05,11897.5,22.19653748,,,,,,,,,,
11763.7,3.54E-05,11898,22.20618796,,,,,,,,,,
11763.75,1.80E-05,11898.5,22.21890623,,,,,,,,,,
11763.75,2.80E-05,11899,22.23148978,,,,,,,,,,
11763.8,4.27E-05,11899.5,22.24582342,,,,,,,,,,
11763.85,4.21E-05,11900,22.25471274,,,,,,,,,,
11763.9,3.14E-05,11900.5,22.26842322,,,,,,,,,,
11763.95,4.16E-05,11901,22.28308848,,,,,,,,,,
11764,7.56E-05,11901.5,22.2942437,,,,,,,,,,
11764.05,6.93E-05,11902,22.30677424,,,,,,,,,,
11764.1,2.25E-05,11902.5,22.31789688,,,,,,,,,,
11764.15,4.81E-05,11903,22.33191648,,,,,,,,,,
11764.2,2.05E-05,11903.5,22.34431981,,,,,,,,,,
11764.25,6.66E-05,11904,22.35573087,,,,,,,,,,
11764.25,0.000100202,11904.5,22.36873086,,,,,,,,,,
11764.3,0.000142069,11905,22.38146845,,,,,,,,,,
11764.35,0.00013563,11905.5,22.39432683,,,,,,,,,,
11764.4,0.000131279,11906,22.40764923,,,,,,,,,,
11764.45,0.000129613,11906.5,22.41900553,,,,,,,,,,
11764.5,9.03E-05,11907,22.43006269,,,,,,,,,,
11764.55,1.19E-05,11907.5,22.4462599,,,,,,,,,,
11764.6,0.000104162,11908,22.45867929,,,,,,,,,,
11764.65,0.000108995,11908.5,22.46950211,,,,,,,,,,
11764.7,4.70E-05,11909,22.48157154,,,,,,,,,,
11764.75,9.80E-05,11909.5,22.49314917,,,,,,,,,,
11764.75,8.87E-05,11910,22.50681388,,,,,,,,,,
11764.8,8.36E-05,11910.5,22.51996977,,,,,,,,,,
11764.85,3.47E-05,11911,22.53092634,,,,,,,,,,
11764.9,8.92E-05,11911.5,22.54168784,,,,,,,,,,
11764.95,0.00010377,11912,22.55563334,,,,,,,,,,
11765,8.84E-05,11912.5,22.56923704,,,,,,,,,,
11765.05,9.46E-05,11913,22.58071359,,,,,,,,,,
11765.1,6.74E-05,11913.5,22.59138408,,,,,,,,,,
11765.15,3.90E-05,11914,22.60423456,,,,,,,,,,
11765.2,4.20E-05,11914.5,22.61800312,,,,,,,,,,
11765.25,5.07E-05,11915,22.63018083,,,,,,,,,,
11765.25,6.19E-05,11915.5,22.64156232,,,,,,,,,,
11765.3,5.36E-05,11916,22.65440786,,,,,,,,,,
11765.35,7.60E-05,11916.5,22.66772808,,,,,,,,,,
11765.4,9.23E-05,11917,22.67967396,,,,,,,,,,
11765.45,0.00011426,11917.5,22.69177799,,,,,,,,,,
11765.5,9.69E-05,11918,22.70422646,,,,,,,,,,
11765.55,9.91E-05,11918.5,22.71791776,,,,,,,,,,
11765.6,8.03E-05,11919,22.72893292,,,,,,,,,,
11765.65,6.30E-05,11919.5,22.74339773,,,,,,,,,,
11765.7,9.53E-05,11920,22.75285749,,,,,,,,,,
11765.75,6.39E-05,11920.5,22.7676595,,,,,,,,,,
11765.75,2.30E-05,11921,22.77918135,,,,,,,,,,
11765.8,4.38E-05,11921.5,22.79147206,,,,,,,,,,
11765.85,7.02E-05,11922,22.80298437,,,,,,,,,,
11765.9,7.43E-05,11922.5,22.81624727,,,,,,,,,,
11765.95,6.19E-05,11923,22.82779337,,,,,,,,,,
11766,5.70E-05,11923.5,22.84185073,,,,,,,,,,
11766.05,5.57E-05,11924,22.85246139,,,,,,,,,,
11766.1,7.94E-05,11924.5,22.86344778,,,,,,,,,,
11766.15,0.000101268,11925,22.87678582,,,,,,,,,,
11766.2,8.72E-05,11925.5,22.89135432,,,,,,,,,,
11766.25,3.40E-05,11926,22.90149075,,,,,,,,,,
11766.25,2.87E-05,11926.5,22.9137094,,,,,,,,,,
11766.3,7.19E-05,11927,22.92671054,,,,,,,,,,
11766.35,7.59E-05,11927.5,22.93810925,,,,,,,,,,
11766.4,5.23E-05,11928,22.95369747,,,,,,,,,,
11766.45,2.26E-05,11928.5,22.96422405,,,,,,,,,,
11766.5,4.22E-05,11929,22.97672149,,,,,,,,,,
11766.55,5.05E-05,11929.5,22.98751829,,,,,,,,,,
11766.6,5.70E-05,11930,23.00231777,,,,,,,,,,
11766.65,6.01E-05,11930.5,23.01218185,,,,,,,,,,
11766.7,4.14E-05,11931,23.02490997,,,,,,,,,,
11766.75,1.45E-05,11931.5,23.03622158,,,,,,,,,,
11766.75,6.10E-05,11932,23.05078891,,,,,,,,,,
11766.8,3.38E-05,11932.5,23.06514649,,,,,,,,,,
11766.85,1.60E-05,11933,23.07532756,,,,,,,,,,
11766.9,5.46E-05,11933.5,23.08738995,,,,,,,,,,
11766.95,8.22E-05,11934,23.09999095,,,,,,,,,,
11767,7.19E-05,11934.5,23.11331975,,,,,,,,,,
11767.05,4.57E-05,11935,23.1231415,,,,,,,,,,
11767.1,2.83E-05,11935.5,23.13581663,,,,,,,,,,
11767.15,1.80E-05,11936,23.15061647,,,,,,,,,,
11767.2,2.52E-05,11936.5,23.16168284,,,,,,,,,,
11767.25,4.88E-05,11937,23.17517573,,,,,,,,,,
11767.25,9.86E-05,11937.5,23.18648669,,,,,,,,,,
11767.3,6.09E-05,11938,23.19804271,,,,,,,,,,
11767.35,3.64E-05,11938.5,23.21276218,,,,,,,,,,
11767.4,6.38E-05,11939,23.22408713,,,,,,,,,,
11767.45,4.17E-05,11939.5,23.23751485,,,,,,,,,,
11767.5,6.87E-05,11940,23.24849157,,,,,,,,,,
11767.55,0.000117142,11940.5,23.26099009,,,,,,,,,,
11767.6,0.000129816,11941,23.27240904,,,,,,,,,,
11767.65,8.97E-05,11941.5,23.28851836,,,,,,,,,,
11767.7,3.34E-05,11942,23.29735118,,,,,,,,,,
11767.75,5.24E-05,11942.5,23.31178892,,,,,,,,,,
11767.75,0.000147949,11943,23.32354362,,,,,,,,,,
11767.8,9.92E-05,11943.5,23.33704281,,,,,,,,,,
11767.85,1.79E-05,11944,23.34866588,,,,,,,,,,
11767.9,6.32E-05,11944.5,23.35963368,,,,,,,,,,
11767.95,8.33E-05,11945,23.37417561,,,,,,,,,,
11768,0.000106137,11945.5,23.3861889,,,,,,,,,,
11768.05,0.000493752,11946,23.39940748,,,,,,,,,,
11768.1,0.001190112,11946.5,23.40823777,,,,,,,,,,
11768.15,0.001401606,11947,23.42324211,,,,,,,,,,
11768.2,0.000836787,11947.5,23.43655062,,,,,,,,,,
11768.25,0.000160686,11948,23.44701816,,,,,,,,,,
11768.25,4.08E-05,11948.5,23.45993122,,,,,,,,,,
11768.3,7.91E-05,11949,23.47157175,,,,,,,,,,
11768.35,0.000129746,11949.5,23.48537612,,,,,,,,,,
11768.4,0.000306404,11950,23.49761887,,,,,,,,,,
11768.45,0.000688803,11950.5,23.51045042,,,,,,,,,,
11768.5,0.001296362,11951,23.5201009,,,,,,,,,,
11768.55,0.001374785,11951.5,23.53380141,,,,,,,,,,
11768.6,0.000712288,11952,23.5473014,,,,,,,,,,
11768.65,6.87E-05,11952.5,23.55856694,,,,,,,,,,
11768.7,0.000126515,11953,23.57001897,,,,,,,,,,
11768.75,9.16E-05,11953.5,23.58294092,,,,,,,,,,
11768.75,3.57E-05,11954,23.59569008,,,,,,,,,,
11768.8,3.93E-05,11954.5,23.6091332,,,,,,,,,,
11768.85,4.54E-05,11955,23.61889705,,,,,,,,,,
11768.9,5.00E-05,11955.5,23.63174637,,,,,,,,,,
11768.95,7.87E-05,11956,23.64456264,,,,,,,,,,
11769,4.08E-05,11956.5,23.65725391,,,,,,,,,,
11769.05,4.17E-05,11957,23.66848092,,,,,,,,,,
11769.1,9.11E-05,11957.5,23.6808284,,,,,,,,,,
11769.15,9.05E-05,11958,23.69363359,,,,,,,,,,
11769.2,5.98E-05,11958.5,23.70684984,,,,,,,,,,
11769.25,3.47E-05,11959,23.720166,,,,,,,,,,
11769.25,9.54E-05,11959.5,23.73044325,,,,,,,,,,
11769.3,7.61E-05,11960,23.74213437,,,,,,,,,,
11769.35,5.66E-05,11960.5,23.75760358,,,,,,,,,,
11769.4,4.49E-05,11961,23.76867689,,,,,,,,,,
11769.45,4.21E-05,11961.5,23.77844764,,,,,,,,,,
11769.5,2.93E-05,11962,23.79213065,,,,,,,,,,
11769.55,2.86E-05,11962.5,23.80435951,,,,,,,,,,
11769.6,7.81E-05,11963,23.8169448,,,,,,,,,,
11769.65,0.000105027,11963.5,23.83054231,,,,,,,,,,
11769.7,0.000133633,11964,23.84152431,,,,,,,,,,
11769.75,0.0001274,11964.5,23.853387,,,,,,,,,,
11769.75,2.66E-05,11965,23.86791382,,,,,,,,,,
11769.8,3.33E-05,11965.5,23.88018969,,,,,,,,,,
11769.85,3.27E-05,11966,23.89165702,,,,,,,,,,
11769.9,6.17E-05,11966.5,23.90369484,,,,,,,,,,
11769.95,9.30E-05,11967,23.91632471,,,,,,,,,,
11770,6.50E-05,11967.5,23.9299689,,,,,,,,,,
11770.05,1.48E-05,11968,23.94373343,,,,,,,,,,
11770.1,6.77E-05,11968.5,23.95277213,,,,,,,,,,
11770.15,8.89E-05,11969,23.96469561,,,,,,,,,,
11770.2,6.16E-05,11969.5,23.97964311,,,,,,,,,,
11770.25,4.29E-05,11970,23.99169278,,,,,,,,,,
